model_id,l1_mean,l1_var,l1_skew,l1_kurtosis,l1_l2_norm,l1_max_amp,l2_mean,l2_var,l2_skew,l2_kurtosis,l2_l2_norm,l2_max_amp,l3_mean,l3_var,l3_skew,l3_kurtosis,l3_l2_norm,l3_max_amp,quality_class
model_0450,9.753354e-06,0.000424748,-0.0007998055,-1.2000241,9.233018,0.035782114,0.00033739765,0.0013074488,-0.0037003101,-1.205855,6.545702,0.062647395,-0.0010477212,0.0025700107,0.047375645,-1.1675073,1.8141166,0.09137982,slikts
model_0451,0.2656539,0.36069968,2.8110178,12.471599,294.2069,8.246048,-0.12007351,0.17925107,-4.1287427,29.681133,79.66264,5.728535,0.655626,1.6043816,1.3456539,3.485866,51.027546,6.831464,slikts
model_0452,-0.0005022965,0.000455321,-0.04827816,0.24018097,9.56218,0.12111738,0.0048048934,0.0016300946,-0.0052761035,-0.27486658,7.360126,0.1553831,-0.0121970875,0.006331352,-0.16094698,-0.9999614,2.880027,0.23833086,labs
model_0453,0.0009232379,0.00067640864,-0.18391682,3.0625997,11.658857,0.20648816,-0.0065774857,0.0033133123,0.022446798,0.029498577,10.487529,0.22203769,9.070952e-05,0.066863395,-0.062276483,-0.96011066,9.2512245,0.6226907,vidējs
model_0454,4.9194092e-05,0.0006260591,0.026728153,0.07778549,11.209506,0.15127261,0.0001345437,0.002948266,0.016480865,-0.42538404,9.829006,0.21155912,0.0005046593,0.054893605,-0.04992939,-0.6052916,8.382371,0.6728801,vidējs
model_0455,0.005150364,0.0016536118,-0.9512404,7.662938,18.363283,0.51622087,-0.005581916,0.003432503,-0.03973074,0.5583117,10.653508,0.2651347,0.0008380007,0.024984684,-0.24245387,-0.87503266,5.655201,0.43848485,vidējs
model_0456,-3.5004403e-05,0.00042361644,0.00101885,-1.1998037,9.220723,0.0363064,-0.00012886233,0.0012908948,-0.0025679397,-1.1937654,6.5038905,0.063206196,-0.0015311623,0.0025269997,0.021711612,-1.1893888,1.7993221,0.0927349,slikts
model_0457,0.0006135113,0.0020612222,-0.29669902,3.7994018,20.34136,0.38173333,0.0014980158,0.006110551,-0.24103138,1.2394004,14.152883,0.4284378,-0.04613351,0.025941774,-0.5543784,-0.73046756,5.9941382,0.5393212,labs
model_0458,-0.00068879087,0.00051003834,-0.016777081,-0.6352756,10.122348,0.12233263,0.001953748,0.0017985613,0.033954233,-0.6567106,7.6850724,0.1610052,-7.595457e-05,0.01567004,0.010783508,-0.14966083,4.4785776,0.459046,labs
model_0459,1.9557421e-05,0.00042177565,0.00023691916,-1.2014974,9.200659,0.037894223,-0.00017028768,0.0012981271,-0.002064074,-1.203083,6.5221148,0.06388308,0.0025485435,0.0025729858,-0.023209067,-1.1774377,1.8170679,0.099045575,slikts
model_0460,9.090742e-07,0.0005249065,0.0015710224,-0.015061855,10.264052,0.13765961,-8.8788685e-05,0.0024409345,-0.020148475,-0.41198516,8.943422,0.17902482,0.0013078604,0.044226516,0.02801459,-0.5835476,7.524103,0.59569967,vidējs
model_0461,0.004169613,0.013188835,-0.41466874,4.8588657,51.483395,0.9948454,-0.015002408,0.04262237,0.031492084,0.88493943,37.47032,0.98083025,-0.08299813,0.18546633,-0.36968002,-1.2299377,15.691221,1.166259,labs
model_0462,0.0006189424,0.0014069638,0.017115517,2.4849029,16.80655,0.35032874,-0.0010986587,0.0058444357,0.0012117913,0.10819411,13.840159,0.3545918,-0.0015501294,0.13272157,0.093716644,-0.8182697,13.034059,0.9808414,labs
model_0463,3.8612776e-05,0.0008604316,-0.14616407,1.1408691,13.141244,0.20403194,0.004030991,0.0035226434,-0.1457738,0.23641825,10.768585,0.28264704,-0.01983875,0.011975607,-0.20377545,-1.1287038,3.9790144,0.29326954,labs
model_0464,0.0005934653,0.0007546113,-0.016103253,0.57495475,12.309516,0.1620346,-0.0048926217,0.0035771136,0.0070874626,-0.34578323,10.862746,0.20895344,0.0010503257,0.060269725,-0.07539786,-0.87604976,8.783318,0.69116735,vidējs
model_0465,-0.001649888,0.00089482486,0.049832452,1.9129076,13.421672,0.25602654,0.002472077,0.0030047784,-0.1178565,1.1702504,9.932815,0.3149747,-0.008459842,0.008388137,-0.38056073,-0.3262484,3.290657,0.3154384,labs
model_0466,0.0071005817,0.0016103046,-0.6114214,48.761086,18.256857,1.0094899,-0.0048504137,0.0026809394,-0.31064034,12.126787,9.4138155,0.44824943,0.0046360316,0.0116041005,-0.005683954,-0.85764647,3.8575585,0.2782522,vidējs
model_0467,-0.00015518902,0.00042454348,0.0016115645,-1.196717,9.231054,0.04025081,0.0002728494,0.0013013816,-0.009098697,-1.1934904,6.530399,0.06956498,0.000961752,0.0027489318,0.0012643792,-1.2088808,1.8761175,0.09688485,slikts
model_0468,0.0016722186,0.0025582132,-0.3837711,4.0153184,22.67167,0.46634713,-0.0043269154,0.013084717,0.033154,0.60830164,20.721329,0.56365454,-0.050289918,0.059780817,-0.28124213,-1.2552215,8.930659,0.6162227,labs
model_0469,0.002906669,0.002879525,-0.116688915,8.406074,24.07545,0.5479109,-0.00014429988,0.0038079598,-0.30662686,3.7667375,11.170492,0.4888106,-0.013297019,0.0123525495,-0.71571666,0.61035156,4.004695,0.4393917,labs
model_0470,0.017248783,0.42225152,0.34150952,40.188427,291.21677,13.546191,-0.043475732,0.9558461,-1.2952847,165.69157,177.15276,28.859236,0.004147075,3.3893056,0.25889754,2.6241035,65.86602,8.3296795,slikts
model_0471,3.5050747e-05,0.00059657166,0.019614568,-0.07680416,10.942328,0.13470691,0.00029774386,0.0027197755,0.00025196024,-0.46332335,9.4405775,0.186905,0.0024132002,0.046481278,-0.12155587,-0.6246457,7.7138505,0.64047253,vidējs
model_0472,0.00070379296,0.0028897035,0.0034069642,4.691245,24.08473,0.5637381,-0.00059301476,0.012601083,0.0094146365,0.45845246,20.320528,0.6591284,-0.0011690799,0.32748657,0.06985306,-0.7826991,20.473997,1.5424665,labs
model_0473,-0.0019873872,0.00057832344,0.04102988,-0.21792269,10.81039,0.13141128,0.0028316095,0.001698909,-0.02831672,-0.32093382,7.4788094,0.16931204,-0.008840908,0.00466611,-0.09391042,-0.9090626,2.4642785,0.19306616,vidējs
model_0474,4.378255e-05,0.0005544897,-0.06857181,-0.1995666,10.549344,0.14596523,0.0028104335,0.0019043952,0.07572614,-0.49751973,7.915936,0.19503821,0.0007666727,0.018539,-0.008441036,-0.6511276,4.8714137,0.37295198,labs
model_0475,0.0003265916,0.0008415425,-0.27577055,2.03401,12.997012,0.28933626,0.0019702455,0.002533278,0.04404086,0.06399965,9.117985,0.2783827,0.00060844875,0.030965706,-0.16001128,-0.74949193,6.295759,0.50208855,labs
model_0476,-0.0010323512,0.00046036285,0.0052770777,-0.99367976,9.623437,0.07968967,0.0014366057,0.0015345823,0.045902777,-0.9887676,7.0959725,0.13105713,0.0015806921,0.008434161,0.09739568,-0.34045196,3.2861717,0.2938049,vidējs
model_0477,-0.0010066292,0.00044782847,0.0016072104,-1.0906603,9.491277,0.0722618,0.0013296092,0.0014331636,0.040542077,-1.0446023,6.857101,0.12550643,-0.0013600101,0.0060811862,0.045906536,-0.32237363,2.7903917,0.24383716,vidējs
model_0478,1.797329e-05,0.0010881905,0.0051650275,-0.134933,14.778505,0.10898844,-0.00012766017,0.0033072848,-0.007506367,-0.88297343,10.410266,0.1313689,-0.0026002214,0.006558164,-0.009631582,-1.2763156,2.8988109,0.1468976,vidējs
model_0479,1.7169185e-05,0.00042352965,-0.0037871911,-1.1981796,9.2197695,0.036318853,-0.0004041271,0.0013021792,0.0031692097,-1.2006536,6.532623,0.063133985,-0.0012343929,0.0024943806,0.03749698,-1.2275364,1.7873886,0.08964036,slikts
model_0480,0.0029132636,0.0022689982,0.9722697,121.37352,21.37991,1.5158981,-0.019522388,0.008014532,-9.650128,2375.7434,16.586403,5.4861646,-0.0001270825,0.154211,-0.012210209,18.952068,14.049559,2.7721424,slikts
model_0481,-0.00038227116,0.00028281048,-0.15497322,12.980179,7.535945,0.20714693,0.0035336942,0.0012946293,0.13953473,3.333125,6.5445843,0.2195472,-0.016863216,0.022003278,-0.45002535,-0.3062296,5.3411784,0.4881037,labs
model_0482,0.0027871407,0.0034374297,-0.74591583,7.4865675,26.295712,0.7517077,-0.015471887,0.012346617,0.08366506,0.38815022,20.308075,0.5117609,-0.0002680894,0.19336164,-0.067934126,-1.0809487,15.732227,1.1006169,labs
model_0483,0.0025696435,0.0052486085,-1.2553257,16.422953,32.476776,0.9846355,-0.023519304,0.008673595,-0.29902697,1.4429173,17.38799,0.5155249,6.841794e-05,0.030541006,0.3198802,-0.96623063,6.252399,0.47102585,labs
model_0484,-5.1918916e-05,0.00042511328,0.002743051,-1.1984805,9.237018,0.03747508,-0.00036537877,0.0012931176,0.009721295,-1.1945357,6.5097814,0.06433577,0.00081512483,0.002538741,-0.019915948,-1.1988153,1.8028973,0.094797805,slikts
model_0485,-0.0061471066,0.009299241,-0.2786134,9.465515,43.289467,0.93393373,-0.18198994,0.21710005,-2.2662656,11.1710615,90.54954,2.933821,0.03790193,0.09280579,-0.24695769,7.8102236,10.983178,2.149115,slikts
model_0486,-0.00051492406,0.00043579662,-0.00044920575,-1.1532372,9.355174,0.05882408,0.0007407898,0.0013714094,0.027977534,-1.1544486,6.7049475,0.09788991,0.0007758945,0.0042382786,0.07326968,-0.66086745,2.3293276,0.17919786,slikts
model_0487,0.022430658,0.019388806,-2.9630985,112.201744,63.185356,4.5595565,-0.03755807,0.1323126,-88.56282,10753.809,66.19548,49.008068,-0.0003665138,0.28225642,-0.20341294,41.4525,19.007587,5.9697833,slikts
model_0488,0.00019410571,0.000465546,-0.005855755,-0.988637,9.666668,0.0711509,-0.0024840254,0.0015660987,0.010206508,-0.96508026,7.177751,0.11854203,0.0011047547,0.006375664,-0.12403261,0.68625975,2.8569937,0.29054654,slikts
model_0489,0.000579767,0.0005885717,-0.02487188,-0.24878979,10.871806,0.13635494,-0.0047995793,0.0024559242,-0.02227546,-0.54519415,9.012799,0.17071539,0.0010173231,0.025554975,-0.23163523,-0.33389282,5.7194138,0.46727753,slikts
model_0490,-0.00047949998,0.0004982366,0.02037404,-0.83285475,10.00221,0.06736833,0.003453814,0.0015417134,-0.01258324,-0.9194987,7.135107,0.09660256,-0.0050222524,0.003926404,0.066635594,-1.1947783,2.2490182,0.11945282,vidējs
model_0491,0.00057112065,0.0013183784,-5.042406,259.44284,16.268501,1.6591182,-0.0016218042,0.0007392124,-9.854074,480.97504,4.930382,0.9461892,-1.3791956e-05,0.011632384,2.3776221,31.741451,3.8586853,1.1182876,slikts
model_0492,2.1003325e-06,0.00042357828,0.00067690946,-1.1969142,9.220294,0.03614038,-0.00032585952,0.0013041659,0.006520603,-1.2005769,6.5374603,0.06301713,0.0015206889,0.0025184094,-0.050190557,-1.1694752,1.7962528,0.095971376,slikts
model_0493,-9.5964446e-05,0.00049497746,-0.01786249,-0.7326691,9.967235,0.10347544,0.0031574843,0.0017114198,0.043677818,-0.7453685,7.510425,0.1471189,-6.2107996e-05,0.013228586,-0.046919335,-0.7286122,4.1149235,0.30950192,vidējs
model_0494,-2.488739e-05,0.0004239964,0.0029662969,-1.196141,9.224851,0.036785387,2.8234223e-05,0.0012964805,0.0058886134,-1.1871308,6.5179057,0.06311622,0.000504015,0.0025957644,-0.025534498,-1.1755229,1.8228834,0.10369245,slikts
model_0495,0.0022183529,0.0073236166,-0.28005207,4.0176005,38.35188,0.67611337,-0.007002917,0.029495126,0.02159708,0.43933272,31.114359,0.86971426,-0.023605475,0.06302206,-0.2036668,-1.4499815,9.021169,0.52825516,labs
model_0496,0.0010644513,0.0009008716,-0.48718277,4.21923,13.454955,0.23883118,-0.008787839,0.0047730985,-0.004667369,-0.18534017,12.60696,0.23148534,-0.036524836,0.035041794,-0.2938972,-1.27203,6.8235693,0.48354712,vidējs
model_0497,0.1036855,0.048478123,3.1521807,10.319949,109.02958,1.4447039,-0.09347169,0.06358172,-0.6847773,4.581317,48.67996,1.7229099,0.35350427,0.26798424,0.7708326,2.6789808,22.427114,3.0313542,slikts
model_0498,0.0006748288,0.003446096,0.016263649,8.162451,26.300856,0.61128163,0.002788804,0.005220514,-0.32900804,4.5655856,13.08895,0.546843,-0.016014922,0.020518333,-0.7982452,1.284071,5.156719,0.77168214,labs
model_0499,0.002414019,0.0019643414,-0.44031337,3.2033405,19.885185,0.37223038,-0.023733191,0.008638782,0.06693072,-0.017243862,17.364697,0.34801868,0.0003551796,0.11256914,-0.38495335,-1.0045664,12.003694,0.8179221,vidējs
model_0500,7.3020994e-05,0.00042436746,-0.004742697,-1.2030084,9.228941,0.03587516,7.939337e-05,0.0012933965,-0.0015396248,-1.1988894,6.510163,0.06280195,-0.0017537329,0.0026215985,0.0419834,-1.2077463,1.8329164,0.09357364,slikts
